0	523
0	25
0	26
0	27
0	28
0	29
0	30
0	31
0	32
0	33
0	34
0	547
0	36
0	39
0	40
0	41
0	554
0	555
0	45
0	46
0	47
0	48
0	50
0	1203
0	52
0	53
0	54
0	56
0	1082
0	62
0	66
0	67
0	580
0	69
0	865
0	1097
0	587
0	78
0	1108
0	87
0	88
0	90
0	1115
0	93
0	1211
0	614
0	615
0	1127
0	109
0	111
0	1138
0	115
0	116
0	630
0	631
0	122
0	124
0	131
0	133
0	646
0	1160
0	140
0	144
0	146
0	148
0	1174
0	151
0	153
0	1178
0	156
0	539
0	677
0	1191
0	168
0	1052
0	1223
0	1196
0	1198
0	1139
0	184
0	628
0	187
0	192
0	193
0	195
0	709
0	199
0	715
0	720
0	211
0	215
0	548
0	228
0	236
0	552
0	242
0	723
0	553
0	249
0	257
0	258
0	775
0	266
0	779
0	270
0	271
0	785
0	1049
0	286
0	1157
0	560
0	308
0	311
0	317
0	832
0	323
0	836
0	325
0	326
0	839
0	652
0	333
0	339
0	853
0	353
0	866
0	1170
0	371
0	897
0	388
0	393
0	835
0	407
0	920
0	921
0	415
0	416
0	932
0	841
0	969
0	759
0	1209
0	474
0	476
0	478
0	482
0	490
0	493
0	497
0	545
0	1014
1	519
1	1040
1	25
1	26
1	27
1	29
1	30
1	31
1	32
1	33
1	34
1	35
1	36
1	40
1	41
1	42
1	44
1	48
1	1076
1	57
1	570
1	61
1	576
1	70
1	73
1	74
1	78
1	1103
1	592
1	596
1	697
1	96
1	97
1	98
1	611
1	105
1	1130
1	107
1	108
1	109
1	111
1	112
1	626
1	118
1	1129
1	121
1	636
1	637
1	126
1	1155
1	136
1	649
1	1163
1	140
1	654
1	144
1	149
1	159
1	161
1	679
1	170
1	171
1	172
1	114
1	689
1	690
1	691
1	185
1	190
1	196
1	197
1	198
1	721
1	722
1	220
1	222
1	809
1	238
1	246
1	247
1	770
1	259
1	260
1	267
1	784
1	274
1	279
1	284
1	801
1	786
1	297
1	817
1	734
1	311
1	320
1	851
1	854
1	859
1	361
1	878
1	1002
1	903
1	396
1	911
1	411
1	927
1	420
1	444
1	450
1	963
1	932
1	991
1	998
1	490
1	502
2	530
2	1043
2	25
2	26
2	27
2	28
2	31
2	32
2	33
2	34
2	35
2	36
2	37
2	38
2	39
2	552
2	41
2	42
2	1067
2	44
2	46
2	563
2	52
2	55
2	569
2	61
2	62
2	64
2	66
2	68
2	69
2	71
2	589
2	78
2	591
2	80
2	82
2	83
2	85
2	600
2	1113
2	1114
2	95
2	97
2	98
2	99
2	100
2	102
2	1127
2	104
2	106
2	108
2	109
2	118
2	633
2	125
2	126
2	128
2	129
2	134
2	136
2	655
2	144
2	145
2	667
2	158
2	1051
2	165
2	169
2	172
2	1198
2	176
2	179
2	969
2	185
2	1210
2	187
2	723
2	214
2	226
2	877
2	233
2	1063
2	1167
2	241
2	244
2	249
2	656
2	763
2	265
2	274
2	800
2	289
2	806
2	297
2	298
2	311
2	824
2	324
2	335
2	347
2	353
2	365
2	1085
2	368
2	370
2	883
2	574
2	890
2	382
2	897
2	1006
2	920
2	836
2	413
2	929
2	427
2	429
2	431
2	438
2	443
2	966
2	457
2	462
2	979
2	472
2	985
2	483
2	485
2	998
2	491
2	494
2	1007
2	507
2	508
3	1025
3	1029
3	521
3	1037
3	531
3	534
3	1177
3	25
3	26
3	27
3	28
3	29
3	30
3	31
3	33
3	34
3	35
3	36
3	37
3	38
3	40
3	41
3	554
3	44
3	557
3	46
3	50
3	53
3	54
3	56
3	59
3	61
3	64
3	579
3	69
3	72
3	75
3	77
3	82
3	1125
3	614
3	622
3	113
3	114
3	1061
3	120
3	1148
3	125
3	126
3	129
3	130
3	132
3	647
3	142
3	143
3	1171
3	150
3	151
3	153
3	670
3	795
3	164
3	166
3	167
3	170
3	685
3	690
3	1213
3	191
3	192
3	545
3	712
3	546
3	217
3	730
3	219
3	222
3	223
3	225
3	891
3	745
3	238
3	755
3	1150
3	258
3	537
3	774
3	263
3	781
3	899
3	793
3	283
3	288
3	300
3	818
3	824
3	313
3	326
3	332
3	334
3	341
3	344
3	1167
3	1154
3	871
3	879
3	379
3	381
3	387
3	910
3	401
3	405
3	406
3	665
3	417
3	441
3	448
3	459
3	472
3	482
3	1007
3	1014
3	503
4	768
4	1033
4	25
4	26
4	27
4	28
4	29
4	30
4	31
4	32
4	33
4	34
4	35
4	36
4	550
4	39
4	40
4	604
4	43
4	45
4	1070
4	48
4	50
4	54
4	56
4	58
4	59
4	60
4	61
4	577
4	69
4	70
