0.0000	0.0000
0.4831	0.0101
0.4831	0.0202
0.5449	0.0303
0.5449	0.0404
0.6676	0.0505
0.6676	0.0606
0.6676	0.0707
0.6676	0.0808
0.6676	0.0909
0.7294	0.1010
0.7294	0.1111
0.7419	0.1212
0.7419	0.1313
0.7912	0.1414
0.7912	0.1515
0.7912	0.1616
0.7912	0.1717
0.7912	0.1818
0.8162	0.1919
0.8162	0.2020
0.8162	0.2121
0.8162	0.2222
0.8162	0.2323
0.8287	0.2424
0.8287	0.2525
0.8287	0.2626
0.8287	0.2727
0.8412	0.2828
0.8412	0.2929
0.8529	0.3030
0.8529	0.3131
0.8529	0.3232
0.9132	0.3333
0.9132	0.3434
0.9132	0.3535
0.9132	0.3636
0.9132	0.3737
0.9132	0.3838
0.9132	0.3939
0.9257	0.4040
0.9257	0.4141
0.9382	0.4242
0.9382	0.4343
0.9382	0.4444
0.9382	0.4545
0.9382	0.4646
0.9382	0.4747
0.9382	0.4848
0.9507	0.4949
0.9507	0.5051
0.9507	0.5152
0.9507	0.5253
0.9757	0.5354
0.9757	0.5455
0.9757	0.5556
0.9757	0.5657
0.9757	0.5758
0.9875	0.5859
0.9875	0.5960
0.9875	0.6061
0.9875	0.6162
0.9875	0.6263
0.9875	0.6364
0.9875	0.6465
0.9875	0.6566
0.9875	0.6667
0.9875	0.6768
0.9875	0.6869
0.9875	0.6970
0.9875	0.7071
0.9875	0.7172
0.9875	0.7273
0.9875	0.7374
0.9875	0.7475
0.9875	0.7576
0.9875	0.7677
0.9875	0.7778
0.9875	0.7879
0.9875	0.7980
0.9875	0.8081
0.9875	0.8182
0.9875	0.8283
0.9875	0.8384
0.9875	0.8485
0.9875	0.8586
0.9875	0.8687
0.9875	0.8788
0.9875	0.8889
0.9875	0.8990
0.9875	0.9091
0.9875	0.9192
0.9875	0.9293
0.9875	0.9394
0.9875	0.9495
0.9875	0.9596
0.9875	0.9697
1.0000	0.9798
1.0000	0.9899
1.0000	1.0000
